fecha_de_registro,tipo_divorcio,el_nacionalidad,el_f_nacimiento,el_loc_nacimiento,el_mpo_nacimiento,el_edo_nacimiento,el_pais_nacimiento,el_edad,el_mpo_habita,el_edo_habita,el_pais_habita,el_ingreso,el_ocupacion,el_loc_habita,ella_nacionalidad,ella_f_nacimiento,fecha_de_registro_2,ella_loc_nacimiento,ella_mpo_nacimiento,ella_edo_nacimiento,ella_pais_nacimiento,ella_edad,ella_loc_habita,ella_mpo_habita,ella_edo_habita,ella_pais_habita,ella_ocupacion,ella_ingreso,fecha,localidad,municipio,entidad_federativa,el_escolaridad,el_trabajo,ella_escolaridad,ella_trabajo,años_matrimonio,meses_matrimonio,num_hijos,custodia
2003-05-21,Voluntario,MEXICANA,24/12/1974,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,28,XALAPA,VERACRUZ,MEXICO,3000,COMERCIANTE,XALAPA-ENRIQUEZ,MEXICANA,07/01/1977,1977-02-07,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,26,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,4000,2000-01-07,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,ESTABLECIMIENTO,PREPARATORIA,ESTABLECIMIENTO,3,4,NA,NA
2004-05-21,Necesario,MEXICANA,07/07/1954,PLAN DE ARROYOS,ATZALAN,VERACRUZ,MEXICO,49,NA,NA,NA,NA,NA,NA,MEXICANA,12/10/1963,1965-08-12,TIERRA BLANCA,TIERRA BLANCA,VERACRUZ,MEXICO,40,NA,NA,NA,NA,NA,NA,1981-12-19,XALAPA,XALAPA,VERACRUZ,NA,NA,NA,NA,22,5,1,MADRE
2004-05-21,Necesario,MEXICANA,20/04/1974,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,30,XALAPA,VERACRUZ,MEXICO,NA,CARPINTERO,XALAPA-ENRIQUEZ,MEXICANA,21/06/1977,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,26,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,ESTUDIANTE,NA,1998-10-16,XALAPA,XALAPA,VERACRUZ,SECUNDARIA,EMPLEADO,PROFESIONAL,NO TRABAJA,5,2,NA,NA
2007-05-21,Necesario,MEXICANA,09/05/1963,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,44,XALAPA,VERACRUZ,MEXICO,5500,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,01/09/1964,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,42,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,COMERCIANTE,1500,1988-07-20,XALAPA,XALAPA,VERACRUZ,SECUNDARIA,EMPLEADO,SECUNDARIA,ESTABLECIMIENTO,18,NA,3,MADRE
2007-05-21,Necesario,MEXICANA,21/10/1959,OCOSIGGO,OCOSINGO,CHIAPAS,MEXICO,47,"NAVOLATO",SINALOA,MEXICO,25000,EMPLEADO,"NAVOLATO",MEXICANA,19/03/1964,NA,COSAMALOAPAN,COSAMALOAPAN,VERACRUZ,MEXICO,43,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,NA,2000,1984-03-03,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PREPARATORIA,EMPLEADO,23,NA,3,NA
2008-05-21,Necesario,MEXICANA,21/05/1977,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,30,XALAPA,VERACRUZ,MEXICO,4000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,15/10/1982,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,25,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,4500,2005-02-11,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,3,NA,1,MADRE
2010-05-21,Necesario,MEXICANA,05/04/1978,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,32,XALAPA,VERACRUZ,MEXICO,20000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,16/09/1975,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,34,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,17000,2001-08-17,XALAPA,XALAPA,VERACRUZ,PREPARATORIA,EMPLEADO,PREPARATORIA,EMPLEADO,8,NA,1,MADRE
2010-05-21,Necesario,MEXICANA,03/03/1966,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,44,XALAPA,VERACRUZ,MEXICO,NA,DESEMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,21/09/1971,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,38,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,MAESTRA,6000,1991-08-03,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,NO TRABAJA,PROFESIONAL,EMPLEADO,19,NA,1,MADRE
2012-05-21,Voluntario,MEXICANA,18/12/1990,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,21,XALAPA,VERACRUZ,MEXICO,1500,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,02/08/1992,1992-10-16,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,19,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,4000,2010-12-16,XALAPA,XALAPA,VERACRUZ,SECUNDARIA,EMPLEADO,SECUNDARIA,EMPLEADO,1,4,NA,NA
2013-05-21,Necesario,MEXICANA,13/11/1992,EL PROGRESO,GUADALUPE VICTORIA,PUEBLA,MEXICO,20,XALAPA,VERACRUZ,MEXICO,NA,NA,XALAPA-ENRIQUEZ,MEXICANA,21/08/1992,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,20,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,NA,2011-01-25,XALAPA,XALAPA,VERACRUZ,NA,NA,NA,NA,1,NA,1,MADRE
2014-05-21,Voluntario,MEXICANA,12/12/1979,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,34,NA,NA,NA,8000,CONDUCTOR,NA,MEXICANA,24/04/1988,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,26,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,AUXILIAR,4000,2010-08-26,TEOCELO,TEOCELO,VERACRUZ,SECUNDARIA,EMPLEADO,PREPARATORIA,EMPLEADO,3,6,NA,NA
2014-05-21,Necesario,MEXICANA,17/10/1975,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,38,XALAPA,VERACRUZ,MEXICO,3500,MECANICO,XALAPA-ENRIQUEZ,MEXICANA,30/09/1981,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,32,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,AMA DE CASA,NA,2005-06-10,XALAPA,XALAPA,VERACRUZ,SECUNDARIA,TRABAJADOR POR SU PROPIA CUENTA O EN VIA PUBLICA,SIN ESCOLARIDAD,NO TRABAJA,8,NA,2,NA
2000-06-21,Voluntario,MEXICANA,16/11/1960,COSAMALOAPAN,COSAMALOAPAN,VERACRUZ,MEXICO,39,XALAPA,VERACRUZ,MEXICO,2000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,30/04/1963,1963-06-06,DISTRITO FEDERAL,DISTRITO FEDERAL,DISTRITO FEDERAL,MEXICO,37,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,MEDICO,2000,1985-11-16,XALAPA,XALAPA,VERACRUZ,PREPARATORIA,EMPLEADO,PROFESIONAL,PATRON O EMPRESARIO,2,NA,1,MADRE
2000-06-21,Voluntario,MEXICANA,17/01/1956,INGENIO INDEPENDENCIA,MARTINEZ DE LA TORRE,VERACRUZ,MEXICO,44,XALAPA,VERACRUZ,MEXICO,5000,EMPLEADO DE GOBIERNO,XALAPA-ENRIQUEZ,MEXICANA,12/05/1966,1977-08-15,VILLAHERMOSA,VILLAHERMOSA,TABASCO,MEXICO,34,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,CONTADOR PUBLICO,10000,1987-09-02,XALAPA,XALAPA,VERACRUZ,PREPARATORIA,EMPLEADO,PROFESIONAL,PATRON O EMPRESARIO,12,NA,2,MADRE
2002-06-21,Voluntario,MEXICANA,13/10/1956,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,45,XALAPA,VERACRUZ,MEXICO,3000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,27/01/1961,1961-01-27,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,41,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,LABORES DOMESTICAS,NA,1979-01-13,XALAPA,XALAPA,VERACRUZ,SECUNDARIA,EMPLEADO,PRIMARIA,NO TRABAJA,22,5,2,NA
2002-06-21,Voluntario,MEXICANA,05/02/1947,ROMERILLOS,LAS MINAS,VERACRUZ,MEXICO,55,XALAPA,VERACRUZ,MEXICO,850,PENSIONADO,XALAPA-ENRIQUEZ,MEXICANA,18/01/1948,1974-06-19,SAN JOAQUIN,ALTOTONGA,VERACRUZ,MEXICO,54,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,COMERCIANTE,5000,1973-12-10,XALAPA,XALAPA,VERACRUZ,PRIMARIA,NA,PRIMARIA,TRABAJA EN SU VIVIENDA,28,6,4,NA
2002-06-21,Voluntario,MEXICANA,15/08/1960,TIERRA BLANCA,TIERRA BLANCA,VERACRUZ,MEXICO,41,XALAPA,VERACRUZ,MEXICO,2000,PINTOR,XALAPA-ENRIQUEZ,MEXICANA,27/01/1954,1967-05-06,PUEBLA,PUEBLA,VERACRUZ,MEXICO,48,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,4000,1998-11-04,XALAPA,XALAPA,VERACRUZ,PRIMARIA,TRABAJADOR POR SU PROPIA CUENTA O EN VIA PUBLICA,PREPARATORIA,EMPLEADO,3,7,NA,NA
2002-06-21,Voluntario,MEXICANA,01/08/1963,SAN ANDRES TUXTLA,SAN ANDRES TUXTLA,VERACRUZ,MEXICO,38,XALAPA,VERACRUZ,MEXICO,5000,ABOGADO,XALAPA-ENRIQUEZ,MEXICANA,15/09/1967,1967-10-23,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,34,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,LABORES DOMESTICAS,NA,1992-01-04,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,ESTABLECIMIENTO,PROFESIONAL,NO TRABAJA,10,5,1,MADRE
2004-06-21,Voluntario,MEXICANA,06/06/1946,MISANTLA,MISANTLA,VERACRUZ,MEXICO,58,XALAPA,VERACRUZ,MEXICO,NA,LICENCIADO,XALAPA-ENRIQUEZ,MEXICANA,23/03/1952,1952-09-23,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,52,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,NA,1977-01-21,MARTINEZ DE LA TORRE,MARTINEZ DE LA TORRE,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,24,4,NA,NA
2005-06-21,Necesario,MEXICANA,12/06/1969,LA GLORIA,JUCHIQUE DE FERRER,VERACRUZ,MEXICO,36,XALAPA,VERACRUZ,MEXICO,5000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,02/09/1969,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,35,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,3000,1990-01-10,XALAPA,XALAPA,VERACRUZ,PREPARATORIA,EMPLEADO,PREPARATORIA,EMPLEADO,4,NA,4,MADRE
2005-06-21,Necesario,MEXICANA,26/04/1948,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,57,XALAPA,VERACRUZ,MEXICO,3000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,05/10/1971,NA,EL CABELLAL,MARTINEZ DE LA TORRE,VERACRUZ,MEXICO,33,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,LABORES DOMESTICAS,NA,1996-08-20,XALAPA,XALAPA,VERACRUZ,PRIMARIA,JORNALERO O PEON,PRIMARIA,NO TRABAJA,8,NA,4,MADRE
2005-06-21,Necesario,MEXICANA,25/10/1962,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,42,XALAPA,VERACRUZ,MEXICO,2600,PROFESIONISTA,XALAPA-ENRIQUEZ,MEXICANA,04/09/1958,NA,DISTRITO FEDERAL,DISTRITO FEDERAL,DISTRITO FEDERAL,MEXICO,46,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,2500,1986-11-22,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,19,NA,2,MADRE
2006-06-21,Necesario,MEXICANA,NA,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,NA,XALAPA,VERACRUZ,MEXICO,NA,NA,XALAPA-ENRIQUEZ,MEXICANA,NA,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,NA,NA,2001-06-23,XALAPA,XALAPA,VERACRUZ,NA,NA,NA,NA,4,NA,NA,NA
2010-06-21,Necesario,MEXICANA,22/10/1975,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,34,XALAPA,VERACRUZ,MEXICO,1600,EMPLEADO,EL CASTILLO,MEXICANA,01/11/1980,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,29,EL CASTILLO,XALAPA,VERACRUZ,MEXICO,LABORES DOMESTICAS,NA,1997-02-04,XALAPA,XALAPA,VERACRUZ,PRIMARIA,EMPLEADO,PRIMARIA,NO TRABAJA,13,NA,2,MADRE
2011-06-21,Necesario,MEXICANA,07/01/1983,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,28,XALAPA,VERACRUZ,MEXICO,4000,OBRERO,XALAPA-ENRIQUEZ,MEXICANA,09/10/1985,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,25,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,ESTUDIANTE,3500,2003-01-31,XALAPA,XALAPA,VERACRUZ,PREPARATORIA,OBRERO,PREPARATORIA,OBRERO,8,5,2,MADRE
2012-06-21,Voluntario,MEXICANA,31/01/1967,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,45,XALAPA,VERACRUZ,MEXICO,4000,CHOFER,XALAPA-ENRIQUEZ,MEXICANA,13/03/1965,1965-05-17,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,47,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,RECEPCIONISTA,3000,1998-08-14,XALAPA,XALAPA,VERACRUZ,PREPARATORIA,EMPLEADO,SECUNDARIA,EMPLEADO,14,NA,NA,NA
2012-06-21,Necesario,MEXICANA,NA,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,43,XALAPA,VERACRUZ,MEXICO,NA,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,01/01/1972,NA,GUADALAJARA,GUADALAJARA,JALISCO,MEXICO,40,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,ARTESANA,NA,1997-03-08,XALAPA,XALAPA,VERACRUZ,SECUNDARIA,EMPLEADO,SECUNDARIA,NO TRABAJA,15,NA,NA,NA
2013-06-21,Necesario,MEXICANA,NA,COATZINTLA,COATZINTLA,VERACRUZ,MEXICO,66,POZA RICA,VERACRUZ,MEXICO,3000,ING.,POZA RICA,MEXICANA,NA,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,64,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,PROFESORA,15000,1973-12-15,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,36,NA,2,NA
2003-07-21,Voluntario,MEXICANA,16/04/1953,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,50,XALAPA,VERACRUZ,MEXICO,15000,EMPRESARIO,XALAPA-ENRIQUEZ,MEXICANA,28/09/1954,1954-10-29,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,48,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,1000,1977-07-16,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,ESTABLECIMIENTO,PROFESIONAL,EMPLEADO,26,NA,NA,NA
2003-07-21,Voluntario,MEXICANA,24/09/1967,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,35,XALAPA,VERACRUZ,MEXICO,750000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,12/10/1971,1984-10-04,DISTRITO FEDERAL,DISTRITO FEDERAL,DISTRITO FEDERAL,MEXICO,31,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,LABORES DOMESTICAS,NA,1989-03-29,XALAPA,XALAPA,VERACRUZ,PRIMARIA,EMPLEADO,PRIMARIA,NO TRABAJA,14,3,1,MADRE
2004-07-21,Voluntario,MEXICANA,10/11/1967,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,36,XALAPA,VERACRUZ,MEXICO,NA,MAESTRO,XALAPA-ENRIQUEZ,MEXICANA,29/05/1960,1960-06-14,SAN ILDEFONSO,VILLA ALTA,OAXACA,MEXICO,44,SANTA LUCIA DEL CAMINO,SANTA LUCIA DEL CAMINO,OAXACA,MEXICO,CIRUJANO DENTISTA,NA,1992-10-02,OAXACA,OAXACA,OAXACA,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,12,NA,2,NA
2004-07-21,Voluntario,MEXICANA,21/11/1978,CRUZ BLANCA,VILLA ALDAMA,VERACRUZ,MEXICO,25,XALAPA,VERACRUZ,MEXICO,NA,COMERCIANTE,XALAPA-ENRIQUEZ,MEXICANA,22/01/1979,1979-06-04,SAN JOSE ALCHICHICA,TEPEYAHUALCO,PUEBLA,MEXICO,25,VERACRUZ,VERACRUZ,VERACRUZ,MEXICO,EMPLEADA,NA,2001-06-17,SAN JOSE ALCHICHICA,TEPEYAHUALCO,PUEBLA,SECUNDARIA,PATRON O EMPRESARIO,PREPARATORIA,EMPLEADO,3,NA,1,NA
2005-07-21,Necesario,MEXICANA,25/12/1955,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,49,XALAPA,VERACRUZ,MEXICO,NA,NA,XALAPA-ENRIQUEZ,MEXICANA,NA,NA,DISTRITO FEDERAL,DISTRITO FEDERAL,DISTRITO FEDERAL,MEXICO,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,NA,NA,1982-12-25,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,NA,NA,NA,NA
2009-07-21,Voluntario,MEXICANA,21/08/1970,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,38,XALAPA,VERACRUZ,MEXICO,12000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,30/08/1976,1977-02-16,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,32,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,10000,2001-11-17,ACAJETE,ACAJETE,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,7,7,NA,NA
2010-07-21,Voluntario,MEXICANA,08/05/1974,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,36,XALAPA,VERACRUZ,MEXICO,4500,NA,XALAPA-ENRIQUEZ,MEXICANA,25/05/1975,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,35,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,NA,4500,2008-02-23,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,2,4,NA,NA
2010-07-21,Voluntario,MEXICANA,02/10/1944,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,65,XALAPA,VERACRUZ,MEXICO,10000,NA,XALAPA-ENRIQUEZ,MEXICANA,12/07/1951,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,58,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,NA,13000,2004-11-06,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,5,7,NA,NA
2011-07-21,Necesario,MEXICANA,02/09/1968,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,42,XALAPA,VERACRUZ,MEXICO,5000,COMERCIANTE,XALAPA-ENRIQUEZ,MEXICANA,09/08/1971,NA,TEOCELO,TEOCELO,VERACRUZ,MEXICO,39,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,AMA DE CASA,NA,1995-01-12,XALAPA,XALAPA,VERACRUZ,SECUNDARIA,EMPLEADO,PREPARATORIA,NO TRABAJA,16,NA,1,MADRE
2000-08-21,Voluntario,MEXICANA,07/06/1970,ORIZABA,ORIZABA,VERACRUZ,MEXICO,30,XALAPA,VERACRUZ,MEXICO,5000,PROFESOR,XALAPA-ENRIQUEZ,MEXICANA,12/03/1970,1970-05-19,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,30,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,PROFESORA,7000,1995-08-04,COATEPEC,COATEPEC,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,5,NA,1,MADRE
2007-08-21,Necesario,MEXICANA,14/11/1949,SOLTEPEC,SOLTEPEC,PUEBLA,MEXICO,57,SAN HIPOLITO,PUEBLA,MEXICO,NA,NA,SAN HIPOLITO,MEXICANA,07/05/1929,NA,SOLTEPEC,SOLTEPEC,PUEBLA,MEXICO,78,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,NA,NA,1988-05-07,XALAPA,XALAPA,VERACRUZ,SIN ESCOLARIDAD,NA,SIN ESCOLARIDAD,NA,19,NA,3,NA
2007-08-21,Necesario,MEXICANA,20/04/1975,MORELIA,MORELIA,MICHOACAN,MEXICO,32,ZACATACAS,ZACATACAS,MEXICO,NA,NA,ZACATACAS,MEXICANA,16/09/1974,NA,VERACRUZ,VERACRUZ,VERACRUZ,MEXICO,32,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,NA,NA,2005-12-10,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,2,NA,NA,NA
2009-08-21,Necesario,MEXICANA,07/01/1973,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,36,XALAPA,VERACRUZ,MEXICO,2500,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,24/07/1974,NA,MEXICO,MEXICO,DISTRITO FEDERAL,MEXICO,35,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,1500,1993-01-29,XALAPA,XALAPA,VERACRUZ,SECUNDARIA,EMPLEADO,SECUNDARIA,EMPLEADO,16,NA,1,NA
2009-08-21,Necesario,MEXICANA,25/08/1970,VERACRUZ,VERACRUZ,VERACRUZ,MEXICO,38,MARTINEZ DE LA TORRE,VERACRUZ,MEXICO,12000,EMPLEADO,MARTINEZ DE LA TORRE,MEXICANA,23/12/1973,NA,PLAN DE ARROYOS,ATZALAN,VERACRUZ,MEXICO,35,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADO,12000,1998-06-27,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,9,NA,2,NA
2009-08-21,Necesario,MEXICANA,14/08/1972,ORIZABA,ORIZABA,VERACRUZ,MEXICO,37,XALAPA,VERACRUZ,MEXICO,8000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,03/03/1972,NA,DISTRITO FEDERAL,DISTRITO FEDERAL,DISTRITO FEDERAL,MEXICO,37,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,AMA DE CASA,NA,2000-06-27,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,NO TRABAJA,7,2,4,NA
2012-08-21,Voluntario,MEXICANA,30/05/1976,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,36,XALAPA,VERACRUZ,MEXICO,10000,PROFESOR,XALAPA-ENRIQUEZ,MEXICANA,26/05/1982,1982-06-17,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,30,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,MEDICO,9000,2007-07-27,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,5,NA,NA,NA
2012-08-21,Necesario,MEXICANA,11/07/1973,XALAPA - ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,39,XALAPA,VERACRUZ,MEXICO,3500,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,20/04/1967,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,45,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,2800,2001-10-15,XALAPA,XALAPA,VERACRUZ,SECUNDARIA,EMPLEADO,SECUNDARIA,EMPLEADO,11,NA,NA,NA
2012-08-21,Necesario,MEXICANA,17/03/1974,COATEPEC,COATEPEC,VERACRUZ,MEXICO,38,XALAPA,VERACRUZ,MEXICO,10000,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,22/02/1980,NA,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,32,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,DOCENTE,16000,2003-08-19,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,9,NA,1,MADRE
2013-08-21,Voluntario,MEXICANA,15/11/1974,VERACRUZ,VERACRUZ,VERACRUZ,MEXICO,38,XALAPA,VERACRUZ,MEXICO,NA,EMPLEADO,XALAPA-ENRIQUEZ,MEXICANA,07/03/1977,1982-03-06,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,36,XALAPA-ENRIQUEZ,XALAPA,VERACRUZ,MEXICO,EMPLEADA,NA,2012-07-17,XALAPA,XALAPA,VERACRUZ,PROFESIONAL,EMPLEADO,PROFESIONAL,EMPLEADO,1,NA,NA,NA
